BILL_AMT_AR,BILL_AMT_I,BILL_AMT_MA,BILL_AMT_SIGMA,PAY_AMT_AR,PAY_AMT_I,PAY_AMT_MA,PAY_AMT_SIGMA,PAY_AR,PAY_I,PAY_MA,PAY_SIGMA
0,1,0,58.135521324622495,0,0,0,60.8138654352921,0,0,0,0.0
0,1,0,432.91286479099296,0,0,0,90.3568562074829,0,0,0,0.7453559924999301
0,0,0,461.944686786406,0,0,0,143.697294753478,0,0,0,0.7453559924999301
0,1,0,235.008133436241,0,0,0,10.553434207279,0,0,0,0.0
0,0,0,56.0074289963807,0,0,0,52.7690035749403,0,0,0,0.0
0,0,0,120.214298283328,0,0,0,21.947843780719598,0,0,0,0.763762615825973
0,1,0,442.61420681980695,0,0,0,11.120312940405901,0,0,0,0.0
0,1,0,61.46754846820029,0,0,0,14.7322630611978,0,0,0,0.0
0,0,0,378.79738195435203,0,0,0,413.12199899997495,0,0,0,0.37267799624996506
0,1,0,6.329192160980151,0,1,0,8.23911967419521,0,0,0,0.0
0,0,0,2985.1102920983503,0,0,0,2364.05339389418,0,0,0,0.5
0,0,0,66.8551343008862,0,0,0,16.6663090634969,0,0,0,0.0
0,1,0,610.86692347579,0,0,0,30.630562219819303,0,0,0,0.0
0,0,0,13.8108147772845,0,0,0,15.9329914647031,0,1,0,0.44721362034513207
0,1,0,349.87173863411596,0,0,0,34.1260571447147,0,0,0,0.0
0,0,0,108.307222223048,0,0,0,17.2128899855118,0,0,0,0.0
0,0,0,109.585683622903,0,0,0,11.124411946921699,0,0,0,0.0
0,1,0,465.09802101042504,0,0,0,22.499517235720898,0,1,0,0.8944273028031958
1,2,0,439.000429251518,0,1,0,74.5864715563492,0,0,0,0.0
0,1,0,23.4650627611562,0,0,0,20.2022432845332,0,0,0,0.7453559924999301
2,1,0,127.53206356396002,0,0,0,264.622836776095,0,0,0,1.4142135623731003
0,0,0,183.587694955523,0,0,0,19.946588869712897,0,1,0,0.8944273028031958
0,1,0,141.458526602876,0,0,0,135.608646302676,0,0,0,0.37267799624996506
0,1,0,59.0051894689104,0,0,0,52.4922595186757,0,1,0,0.8944273028031958
0,0,0,71.0307977201053,0,0,0,21.389512165304,0,0,0,0.763762615825973
0,0,0,24.6182342779444,0,0,0,38.312377165970204,0,0,0,0.8975274678557509
0,1,0,245.953628676446,0,0,0,44.6788417877809,0,0,0,0.7453559924999301
0,1,0,178.72740427192198,0,0,0,83.4840312686089,0,0,0,0.0
0,1,0,8.94456771862665,0,1,0,8.13768083717818,0,0,0,0.0
0,0,0,77.2581747617746,2,0,0,43.4028403349185,0,0,0,0.37267799624996506
0,1,0,291.670479932182,0,0,0,37.155065680837396,0,0,0,0.37267799624996506
0,0,0,97.3183748735556,0,1,0,95.147106428275,0,0,0,0.6871842709362769
0,0,0,19.952447233183698,0,0,0,10.6481227005399,0,0,0,0.37267799624996506
0,1,0,4.55605440112045,0,1,0,3.999914675228,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
0,1,0,576.461759407072,0,0,0,63.8271043345485,0,0,0,0.0
2,1,0,71.29906872549279,0,0,0,142.143477937283,0,0,0,0.0
0,1,0,165.21672355076402,0,0,0,299.259167085442,0,0,0,0.0
0,0,0,310.42599814514597,0,0,0,120.25270102212299,0,0,0,0.471404520791032
0,1,0,8.38369121483068,0,0,0,17.9381246183863,0,0,0,0.37267799624996506
0,0,0,53.65458630577311,0,0,0,217.950235210414,0,0,0,0.0
0,0,0,429.69798964011704,0,0,0,431.188925964515,0,0,0,0.7453559924999301
0,0,0,56.2497756110796,0,0,0,69.2678098486098,0,0,0,0.0
0,1,0,1002.64723194398,0,0,0,55.03230843409921,0,1,0,0.8944273897612929
0,0,0,230.13417391323998,0,0,0,25.5664150676386,0,0,0,0.471404520791032
0,0,0,40.73728040159661,0,0,0,34.458039025396296,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,1.1180339887498898
0,1,0,722.9644288904401,0,0,0,154.596924031611,0,0,0,0.0
0,1,0,280.613748925194,0,0,0,52.225530054710596,0,0,0,0.0
0,1,0,121.616031012597,0,0,0,131.44610833653098,0,0,0,0.37267799624996506
0,0,0,65.5866735498788,0,0,0,11.3754903286055,0,0,0,0.0
1,1,0,284.460055329198,0,0,0,22.873087702595402,0,0,0,0.0
0,0,0,21.501150425797896,0,0,0,21.480863740827196,0,0,0,0.0
0,0,0,167.19315513508002,0,0,0,362.263830415473,0,0,0,0.0
0,0,0,24.666137413975502,0,0,0,0.0,0,1,0,0.44721362034513207
0,0,0,94.77495654390191,0,0,0,78.0185829279347,0,0,0,0.0
0,0,0,147.820806335305,0,0,0,111.678339189054,0,0,0,0.8975274678557509
0,1,0,10.1461978815142,0,0,0,6.83517915605682,0,0,0,0.0
0,0,0,198.29465668398998,0,0,0,180.837472036712,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,1.1180339887498898
0,0,0,674.463051384696,0,0,0,1003.77584954294,0,0,0,0.0
0,0,0,0.0,0,0,0,215.650928408941,0,0,0,0.0
0,0,0,21.4261672914618,0,0,0,21.3146905784307,0,0,0,1.25830573921179
0,0,0,44.55198940131601,0,0,0,39.3048594366832,0,0,0,0.0
0,1,0,289.67526837403096,0,1,0,13.3330550376639,0,0,0,0.7453559924999301
0,0,0,139.462390943584,0,0,0,113.343972492976,0,0,0,0.0
2,1,0,1599.77059376667,2,1,0,45.9198717919215,0,0,0,0.0
0,0,0,63.2537281726234,0,0,0,64.7696912930474,0,0,0,0.0
0,0,0,24.5433700606501,0,0,0,23.9339633721133,0,0,0,0.37267799624996506
0,0,0,64.3446271506937,0,0,0,65.9187514992366,0,1,0,0.4472136514015979
0,0,0,1.66663090634969,0,0,0,1.78553487506747,0,0,0,0.0
0,1,0,71.171909418077,0,0,0,10.7384386102192,0,0,0,0.0
0,0,0,94.1502720342762,0,0,0,414.982924066895,0,0,0,0.7453559924999301
1,1,0,279.611411584228,0,0,0,645.008464037089,0,1,0,0.5477230048116061
0,0,0,62.6903134069729,0,0,0,265.67263681441,0,0,0,0.0
0,0,0,278.232584537795,0,1,0,7.14372057527994,0,0,0,0.0
0,1,0,304.903207877928,0,0,0,40.4887421689316,0,0,0,0.37267799624996506
0,1,0,664.112780760482,0,0,0,491.711765736348,0,0,0,0.0
0,1,0,33.3326222935667,0,0,0,0.0,0,1,0,1.78885477952259
0,0,0,181.904822007402,0,0,0,102.707984216332,0,0,0,0.0
0,0,0,516.3923782577909,0,0,0,550.1596067539331,0,0,0,0.957427107756338
0,0,0,41.839467912829,0,0,0,45.193177474101404,0,0,0,1.1180339887498898
0,1,0,62.177302672501895,0,0,0,78.6536787755131,0,0,0,0.37267799624996506
0,1,0,54.130735153172296,0,1,0,17.0746329917103,0,0,0,0.0
0,0,0,36.7604536733938,0,0,0,55.663655692371705,0,0,0,0.0
0,0,0,40.7273151711527,0,0,0,42.6352154673877,0,0,0,0.0
0,1,0,12.894142927534899,0,0,0,0.0,0,0,0,0.0
0,0,0,37.0709135386306,1,0,0,26.724964570067396,0,0,0,0.8975274678557509
0,0,0,273.42063612908,0,0,0,52.6823880134343,0,0,0,0.942809041582063
0,0,0,28.7459729141908,0,0,0,9.77940110607609,0,0,0,0.7453559924999301
0,1,0,292.070951544245,0,0,0,55.5543635449898,0,0,0,0.0
0,0,0,25.500428378273202,0,0,0,25.1353088698005,0,0,0,1.06718737290547
0,0,0,32.9178810160609,0,0,0,46.2204187810025,0,0,0,0.0
0,0,0,18.1915221325167,1,0,0,17.3461893437984,0,0,0,0.471404520791032
0,0,0,2.93327039517546,0,0,0,4.54420295617512,0,0,0,1.1180339887498898
0,0,0,547.339894128355,0,0,0,582.313096797043,0,0,0,0.0
0,0,0,47.8725246265755,0,0,0,50.1055450514282,0,0,0,0.0
0,0,0,42.212909789705,0,0,0,45.0211018379836,0,1,0,0.8944273028031958
0,0,0,54.54351743997071,0,0,0,16.2309429628373,0,0,0,0.0
0,1,0,309.013355126763,0,0,0,372.154638627043,0,0,0,0.37267799624996506
0,0,0,31.3991926408742,0,1,0,16.9111684707899,1,1,0,0.54174718383299
0,0,0,94.50969760562349,0,0,0,83.09734879592651,0,0,0,0.0
0,0,0,86.48914740418621,0,0,0,242.053742176941,0,0,0,0.0
0,0,0,120.253903323472,0,0,0,355.67917811752,0,0,0,0.942809041582063
0,0,0,28.118318781062698,0,0,0,5.15705384679608,0,0,0,0.0
0,1,0,18.078161117877897,0,0,0,12.704042807769302,0,0,0,0.763762615825973
0,1,0,509.095586050625,0,0,0,203.085393107187,0,0,0,0.8975274678557509
0,0,0,94.95894226986348,0,0,0,149.023026770861,0,0,0,0.0
0,0,0,12.221959979897802,0,0,0,4.822118755705111,0,0,0,0.0
1,1,0,68.8786474753515,1,0,0,128.56133157500298,0,1,0,0.8944273028031958
0,1,0,101.184556432141,0,0,0,17.5850017126816,0,1,0,0.4472136514015979
0,0,0,41.018933210734,1,0,0,48.11830225635429,0,0,0,1.21335164821342
0,0,0,236.888238841849,0,0,0,231.122856513252,0,0,0,0.0
0,0,0,51.537064867171495,0,0,0,53.9681721344416,0,0,0,0.0
0,0,0,74.8907991280438,0,0,0,2.50810570839223,0,0,0,0.0
0,1,0,22.1431723455626,0,0,0,12.928778776412802,0,0,0,0.37267799624996506
0,0,0,586.89728720983,0,0,0,11.110872708998,0,1,0,0.8944273028031958
0,0,0,200.774264335833,0,0,0,232.682122090764,0,1,0,0.447213694880646
0,0,0,39.4376074932094,0,0,0,33.9093382979284,0,0,0,0.942809041582063
1,1,0,96.16552422608541,0,0,0,91.8241434791285,0,0,0,0.0
0,1,0,774.274583162984,0,0,0,30.3491221322157,0,0,0,0.37267799624996506
0,0,0,143.03229717571,0,0,0,0.17777396334396697,0,1,0,1.7888546056063899
0,1,0,108.060094943412,0,0,0,89.8620905323594,0,0,0,0.0
2,1,0,66.0235933742402,2,0,0,71.5378922212854,0,0,0,0.0
0,1,1,12.4553611926724,0,1,0,11.739898574518001,0,0,0,0.0
2,0,0,421.85894961569505,1,0,0,518.437249696974,0,0,0,0.37267799624996506
2,1,0,344.610387996346,0,0,0,806.925073863905,0,1,0,0.8944272406902641
0,1,0,33.056166626575695,0,0,0,29.147781568945103,0,0,0,0.0
2,0,0,10.6804388859227,1,0,0,13.7662056143957,0,0,0,0.0
2,1,0,23.179297259091395,0,0,0,26.8736158765433,0,1,0,0.547722742361628
0,0,0,920.5928232885301,0,0,0,775.392191723156,0,0,0,0.7453559924999301
0,1,0,33.0054741226693,0,0,0,29.8136,0,0,0,0.0
0,0,0,30.174356522881,0,0,0,22.1855500493396,0,0,0,0.37267799624996506
0,0,0,1729.1434522732998,0,0,0,2574.85271303303,0,0,0,0.37267799624996506
0,0,0,78.0166046101508,0,0,0,72.52641425009041,0,0,0,0.942809041582063
0,1,0,412.390123312698,0,0,0,75.681772054354,0,0,0,0.7453559924999301
0,1,0,1360.04987756578,0,0,0,1521.7995007492902,0,0,0,0.8975274678557509
0,0,0,204.68244018836103,0,0,0,184.793474741386,0,0,0,0.942809041582063
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
0,0,0,55.21919431415811,0,1,0,13.362055861220801,1,1,0,1.0104095069943901
0,1,0,564.309050568772,0,1,0,34.848113957281605,0,0,0,0.0
0,0,0,21.249392279442898,0,0,0,20.1663386475091,0,0,0,0.0
0,1,0,93.4696259261028,0,0,0,53.5170498313284,0,0,0,0.7453559924999301
0,0,0,22.221745417995898,0,0,0,0.0,0,0,0,0.0
0,1,0,418.79061282277496,0,1,0,13.333051530799802,0,0,0,0.0
0,0,0,558.758092787987,0,1,0,35.200258443128796,0,0,0,0.0
0,1,0,159.415370586394,0,0,0,15.243262151883199,0,0,0,0.7453559924999301
0,0,0,29.281574627961103,0,0,0,58.48187157966821,0,0,0,0.0
0,1,0,148.751537475103,0,0,0,40.7633859052949,0,0,0,0.0
0,1,0,183.836862120292,0,0,0,355.52316014517896,0,0,0,0.0
0,0,0,52.8041996886656,0,0,0,17.713112735501802,0,0,0,0.471404520791032
0,1,0,32.6348895326492,0,0,0,26.0782635107056,0,0,0,0.0
0,0,0,1076.64801439681,0,0,0,1143.6916293914,0,0,0,0.37267799624996506
0,0,0,546.9665136167121,0,0,0,524.749135111774,0,1,0,0.4472136514015979
0,0,0,200.534779978816,0,0,0,29.935916109373498,0,0,0,0.0
0,1,0,102.240967307221,0,0,0,43.602213043325605,0,0,0,0.8975274678557509
0,0,0,143.514278155405,0,0,0,42.607707467246705,0,0,0,0.0
0,0,0,14.144140958554402,0,0,0,14.144140958554402,0,0,0,1.1055415967851299
0,1,0,302.51186634249297,2,0,0,41.6620033720597,0,0,0,0.0
0,2,0,68.63905438984,2,1,0,3.26885072686732,0,0,0,0.0
0,1,0,231.92928603000098,0,0,0,17.0639602376746,0,1,0,0.447213694880646
0,1,0,110.20110759152901,0,0,0,18.4587680764815,0,0,0,0.7453559924999301
1,1,0,226.295384530927,0,0,0,252.886083759442,0,1,0,0.44721362034513207
0,0,0,19.7354128468664,0,0,0,20.821621303108397,0,0,0,0.577350269189626
0,1,0,211.51211495139802,0,0,0,45.6540502941785,0,0,0,0.0
0,1,0,186.71670229221698,0,0,0,111.322909385569,0,0,0,0.0
1,1,0,28.468717172902103,0,1,0,7.10863761820587,0,0,0,0.0
0,1,0,15.4988912866804,0,0,0,5.71762530000626,0,0,0,0.0
0,0,0,382.178097138863,0,0,0,29.962297181785,0,0,0,0.0
0,0,0,187.12598084912702,0,0,0,190.402470212015,0,0,0,0.0
0,1,0,77.4397184405888,0,0,0,15.5533621975305,0,0,0,0.37267799624996506
0,1,0,101.998005212323,0,1,0,82.0761433586207,0,0,0,0.6871842709362769
0,0,0,2.5666115957785296,0,0,0,7.52995901894345,0,1,0,0.894427478117356
0,0,0,46.3321462879222,0,0,0,48.4948546690609,0,1,0,0.8944278073157571
0,1,0,46.271539407335794,0,1,0,10.5911329829316,0,0,0,0.0
0,0,0,13.071313464558301,0,0,0,25.681503030577396,0,0,0,0.6871842709362769
0,0,0,199.14808106070402,0,0,0,202.974443716848,0,0,0,0.0
0,0,0,10.1362245288607,0,0,0,21.4963200302296,0,0,0,0.37267799624996506
0,1,0,45.0255744335387,0,0,0,44.4823674424014,0,0,0,0.0
0,0,0,14.980575004256199,0,0,0,203.370847877194,0,0,0,0.0
0,0,0,39.6764320364742,1,0,0,22.9035141877813,0,0,0,0.37267799624996506
0,0,0,70.8919534952791,0,0,0,15.470401877283098,0,0,0,0.0
0,0,0,50.213177615324106,0,0,0,56.217063284222,0,0,0,0.0
0,1,0,90.4139092161384,1,1,0,5.52074907150576,0,0,0,0.0
0,0,0,207.951173409007,0,1,0,140.285721553549,0,0,0,0.37267799624996506
0,1,0,511.768358433708,0,0,0,514.295657747776,0,0,0,1.1055415967851299
0,1,0,287.373527187434,0,1,0,264.578888308128,0,0,0,0.37267799624996506
0,0,0,105.18590979142901,0,0,0,29.788786829474603,0,0,0,0.0
0,1,0,1278.04812250589,0,0,0,148.05949297035602,0,1,0,0.8944273028031958
0,0,0,39.9401269515863,0,0,0,36.4599186735876,0,0,0,0.37267799624996506
0,1,0,47.5797210709241,0,0,0,43.672938496205305,0,0,0,0.7453559924999301
0,0,0,213.80518697381902,0,0,0,222.24635906870702,0,0,0,1.24721912892465
0,1,0,329.977176521515,0,0,0,22.5792863241918,0,0,0,0.0
0,1,0,383.426674617295,0,0,0,49.0013420868812,0,0,0,0.0
0,1,0,108.68290596818399,0,0,0,22.6182002891791,0,0,0,0.0
0,0,0,646.746816505992,0,0,0,474.47739169876996,0,0,0,0.7453559924999301
0,0,0,51.3080903929357,0,0,0,51.3080903929357,0,0,0,0.0
0,0,0,17.4786847480111,0,0,0,4.38866813866626,0,0,0,0.0
0,0,0,23.5041392978059,0,0,0,22.6597770538095,0,0,0,1.0
0,0,0,272.826651757777,0,0,0,4.85762475381136,0,0,0,0.0
0,0,0,89.65981708144692,0,0,0,88.72230766268791,0,1,0,0.447213694880646
0,1,0,4.01942607899536,0,0,0,0.0,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,1.1180339887498898
0,0,0,33.8955345726972,0,0,0,35.0210957142988,0,0,0,0.0
0,0,0,201.376829791047,0,1,0,9.58618930228623,0,0,0,0.0
0,1,0,36.545482847906,0,0,0,27.6881521147223,0,0,0,1.0
0,0,0,366.09253376958196,0,0,0,35.431098208441206,0,0,0,0.0
0,1,0,3.58197430479276,0,0,0,13.15976566724,0,1,0,0.44721362034513207
0,0,0,10.7408295585707,0,0,0,12.3650585636444,0,0,0,1.34370962471642
0,1,0,13.6845499743586,0,0,0,7.734527409946019,0,0,0,0.0
0,1,0,111.472557246375,0,1,0,8.544081948210879,0,0,0,0.0
0,0,0,1191.0939980462401,0,0,0,321.80956294577004,0,0,0,0.37267799624996506
0,0,0,15.133808069277197,0,0,0,14.6284924743802,0,0,0,0.7453559924999301
0,0,0,75.8688050369716,0,0,0,75.750730267916,0,1,0,0.44721362034513207
1,1,0,30.752171835479697,0,0,0,22.789604159087,0,0,0,0.7453559924999301
0,0,0,556.822403820166,0,0,0,519.952700325202,0,0,0,0.0
0,0,0,198.042665174576,0,0,0,257.19368525464,0,0,0,0.0
0,1,0,83.1243560736022,0,0,0,58.7945500241086,0,0,0,0.0
0,0,0,65.9302536884327,0,0,0,71.825755160282,0,0,0,0.7453559924999301
2,1,0,0.9038183942014479,1,0,0,2.05400136245303,0,0,0,0.0
0,0,0,56.8836962114151,0,0,0,628.550529067082,0,1,0,0.8944273028031958
0,0,0,29.2262186982362,0,1,0,8.29653135809556,0,0,0,0.0
0,0,0,51.624075427571796,0,0,0,15.908348730427301,0,0,0,0.942809041582063
0,0,0,258.92971871615697,0,0,0,257.39952848300703,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
1,1,0,32.676264429496996,0,0,0,34.4257799710237,0,0,0,0.7453559924999301
0,0,0,118.759589962053,0,0,0,55.981186934795296,0,0,0,0.37267799624996506
0,1,0,102.66854898154499,0,0,0,92.273774322733,0,0,0,0.0
0,0,0,162.898838272952,0,0,0,149.34801209636,0,0,0,0.0
0,0,0,52.545392877029705,0,0,0,18.936205302229396,0,0,0,0.0
0,1,0,39.6585904572399,0,0,0,32.2560116666034,0,0,0,0.7453559924999301
0,1,0,423.031324175403,0,0,0,14.860503778154198,0,0,0,0.0
0,0,0,17.6325846228665,0,0,0,20.581756733712602,0,1,0,0.447213694880646
0,1,0,1082.2698234543302,0,0,0,74.36818444421571,0,0,0,0.0
0,0,0,100.02752440434999,0,1,0,110.799447566091,0,0,0,0.37267799624996506
0,0,0,55.4068936129665,0,0,0,8.299427743449321,0,0,0,0.0
0,0,0,72.2575569280621,0,0,0,69.4460662947415,0,0,0,0.942809041582063
0,1,0,70.2841317032294,0,0,0,15.9584045587776,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2,2,0,5.25147663054207,0,0,0,20.8506561471488,0,0,0,1.06718737290547
0,1,0,16.9767041343888,0,0,0,13.5230997279892,0,0,0,0.0
0,0,0,19.0322322109918,0,0,0,22.360620146971304,0,0,0,1.1547005383792501
0,1,0,271.499177915829,0,0,0,22.0230950815837,0,0,0,0.0
0,1,0,142.237371661629,0,0,0,14.0809164276747,0,0,0,0.0
0,0,0,121.726685883394,0,0,0,139.017959252122,0,1,0,0.4472136514015979
0,0,0,1048.2939552894802,0,0,0,46.0905067460876,0,0,0,0.0
0,1,0,316.322040470225,0,0,0,41.424620096570294,0,0,0,0.0
2,1,0,1059.0684904069,0,0,0,1338.19881018641,1,1,0,0.505204829101644
0,1,0,109.03438324299499,0,0,0,108.03114687901899,0,0,0,0.0
0,0,0,1078.82244149499,0,0,0,736.774688751877,0,0,0,0.0
0,0,0,25.088803766525103,0,0,0,8.04270634503866,0,0,0,0.37267799624996506
0,0,0,245.90835400685398,0,0,0,255.807992266324,0,0,0,0.5
0,0,0,245.17516453695401,0,0,0,283.50922855382703,0,0,0,0.37267799624996506
0,0,0,1038.02226266846,0,0,0,14.7693458670074,0,0,0,0.0
0,0,0,78.16744331687191,0,0,0,53.3437615733607,0,0,0,0.0
0,0,0,9.51524785546999,0,0,0,9.98125013868169,0,0,0,0.37267799624996506
0,1,0,829.2980305664611,0,0,0,116.68076211913299,0,0,0,0.0
0,1,0,111.72603892925699,0,0,0,87.12858471403601,0,0,0,0.7453559924999301
0,1,0,403.89717319570195,0,0,0,22.1364306952151,0,0,0,0.0
0,0,0,9.71759874440371,0,0,0,331.210008961639,0,0,0,0.8975274678557509
2,1,0,22.2797388450763,0,0,0,11.2005588072715,0,0,0,0.0
0,1,0,77.6687641351164,0,0,0,13.4623141243961,0,0,0,0.0
0,0,0,0.0,0,0,0,0.0,0,0,0,1.1180339887498898
0,0,0,18.694194393921002,0,0,0,29.6589716003682,0,0,0,1.0
0,0,0,233.071280202205,0,0,0,212.85343226105098,0,0,0,0.0
0,1,0,376.256236878316,0,0,0,103.376366963174,0,1,0,0.8944273897612929
0,1,0,77.7694923050771,0,0,0,13.3920312536183,0,0,0,0.0
0,1,0,153.082884330063,0,0,0,26.595795938182697,0,0,0,0.0
0,0,0,51.1863413370292,0,0,0,33.0089917710171,0,0,0,0.0
0,0,0,42.0786690218079,0,0,0,35.8348227648328,0,0,0,0.0
0,0,0,783.191576731269,0,1,0,35.4267917806466,0,0,0,0.0
0,1,0,485.51236594503797,0,0,0,24.3680462538592,0,0,0,0.0
0,1,0,71.9718771306263,0,0,0,74.454184849599,0,0,0,1.1547005383792501
0,0,0,0.0,0,0,0,0.0,0,0,0,1.1180339887498898
0,0,0,309.405332428514,0,0,0,260.268126525948,0,0,0,0.0
0,0,0,233.416753103214,0,0,0,47.0478815506235,0,1,0,0.8944278073155161
